promotion_id,description,description_en,bad
1NWLCA8qPfUE6Cxn8IOSsRDuYrPTKr,"โรงแรม เดอะ แกรนด์ โฟร์วิงส์ คอนเวนชั่น กรุงเทพฯ



ขอมอบโปรโมชั่นสุดพิเศษสำหรับลูกค้าที่อายุ 60 ปีขึ้นไป กับ 



“Senior Promotion”







ทานบุฟเฟ่ต์นานาชาติหลากหลายเมนูไม่อั้น! 



ในราคาเพียง 599 บาท 



จากราคาปกติ 1,001 บาท (850++)



ณ ห้องอาหาร แกรนด์ คาเฟ่ 



บริการทั้งมื้อกลางวัน 11.30 - 14.30 น. และมื้อค่ำ 18.00 - 22.00 น.","The Grand Fourwings Convention Hotel Bangkok



We would like to offer a special promotion for customers aged 60 years and over with



“Senior Promotion”







Eat an international buffet with an unlimited variety of dishes!



For a price of only 599 baht



From normal price 1,001 baht (850++)



At the Grand Cafe restaurant



Serving both lunch from 11:30 a.m. - 2:30 p.m. and dinner from 6:00 p.m. - 10:00 p.m.",0
1NWLC7QzAhLHpOh59EbVrvB4USU8wZ,"3 โปรโมชั่น โหดๆ


1.สะสมแสตมป์แลกของรางวัลเพียบ !


2.ติด F กินฟรี   เบนโตะ 1 กล่อง


3.วันเกิด กินฟรี Kakigori Chocolate","3 brutal promotions


1. Collect stamps to exchange for lots of prizes!


2. Get F and get 1 free bento box.


3.Birthday eat free Kakigori Chocolate",0
1NWLCoMWyJtVne4NEOznKHJavLRIMY,,,1
1NWLCwMOzpuw0QP6GtuR6GT2ipoith,"โปรแรงส์วันพฤหัส



เพียงซื้อชุดใหญ่15ชิ้น ราคา100฿ ซื้อ3 ฟรี1ชุดเล็ก5ชิ้น((ราคา40฿)","Hot promotion on Thursday



Just buy a large set of 15 pieces, price 100฿, buy 3 get 1 free, small set of 5 pieces ((price 40฿)",0
1NWLAIPJgOAk6bNRywf9Du8H5A8o3y,จ่ายผ่านแอป SCB กิน the mall food hall 150฿ รับคืน 50฿ (บัตรไม่สามารถแลกคืน),"Pay via SCB app, eat at the mall food hall 150฿, get 50฿ back (card cannot be exchanged)",0
1NWLCUhOK23f6JnWj7PlEC4BIHUAD9,สั่งแซลมอนเล็ก 129. 1 จานฟรีอีก 1 จาน มาก่อน 2 ทุ่มนะค่ะ,Order small salmon for 129. 1 plate and another plate free. Come before 8 p.m.,0
1NWLCzaKLnVGNxnOUHf9lHTNeiKJgV,ESPRESSO Marine Collagen 9100 NORWAY.  49-  WOW!!!  ฉลองเปิดสาขาใหม่,ESPRESSO Marine Collagen 9100 NORWAY. 49- WOW!!! Celebrating the opening of a new branch,0
1NWLDG73FuIwXnZAUrvTsqigToYPd2,"โปรโมชั่นเดือนกันยายนถึงกลางเดือนตุลาฯ 2018 นี้นะคะ สลัดไก่ย่างโชยุ จาก 129.- เหลือเพียง 89.- เท่านั้น





*สำหรับลูกค้าทานที่ร้านนะคะ ^^","Promotion from September to mid-October 2018. Grilled Shoyu Chicken Salad from 129.- to only 89.-.





*For customers who eat at the shop ^^",0
1NWLCliR5K5cCMx6aGkPChcsRLbvzp,ปูไข่เน้นๆๆขนาด400-600กรัม ราคากิโลละ1700บาท,"Crab eggs, size 400-600 grams. Price per kilogram 1700 baht",1
1NWLAc0XO1dls323FjE284KhWVmkOg,,,1
1NWLDCsiom4vg22Xl6Grk1nyn6Y2vy,super mini หรือสุดๆมินิ ปุยหิมะเล็กสุดแค่59บาทจ้า,"super mini or super mini, the smallest fluffy snow is only 59 baht",1
1NWLCF9KomNU0LTFdQXfYJJ1dGWfER,8 แก้ว ฟรี 1 แก้วในราคา 30 บาท,8 glasses free 1 glass for 30 baht,0
1NWLBVowKe6TcKEGkvwK8fZKlZWRl7,,,0
1NWLAKPvUxBMiLl34XlhuP31pwVXvz,,,0
1NWL9p2VmnBqB3ayasYPQEKtgyyyYs,"ส่วนลด 10%* สำหรับค่าอาหาร


1 ก.ค. – 31 ธ.ค. 61","10%* discount on food


1 July – 31 Dec. 2018",0
1NWLD4dbsjpjAa6YQG7U2nnguihMFZ,Ddd,Ddd,1
1NWLCZAmIzZvtE5GChI0uaI4A3dM5S,ยำไข่เยี้ยวม้า,Century Egg Salad,1
1NWLCzkWSrGPInoUnXl1MQnJthDnsz,"Happy Hour ทุกวัน (จ.-ส.)


ตั้งแต่ 5 โมง ถึง 3 ทุ่ม


Classic Cocktails ซื้อ 1 แถม 1


เบียร์สด และ Highball แก้วละ 80 บาท





Happy Hour Everyday (Mon-Sat)


5pm till 9pm


Classic Cocktails: Buy 1 Get 1 Free


Draft Beer & Highball: 80 Baht/Glass","Happy Hour every day (Mon.-Sat.)


From 5 a.m. to 9 p.m.


Classic Cocktails buy 1 get 1 free


Draft beer and Highball, 80 baht per glass.





Happy Hour Everyday (Mon-Sat)


5pm till 9pm


Classic Cocktails: Buy 1 Get 1 Free


Draft Beer & Highball: 80 Baht/Glass",0
1NWLBu26jMjkTXIRuq2B5AIjgluG9I,ซื้อเค้ก รับ Darjeeling Tea  ชาร้อนจากเทือกเขาหิมาลัย ฟรี นาจาาาาา,"Buy a cake and receive Darjeeling Tea, hot tea from the Himalayas, for free.",0
1NWLCB1MR54TpRCCc76PSZe8kVekAU,"โปรโมชั่นถ่ายรูป Check in ใน Facebook หรือ Instagram ลดสูงสุด 300 บาทต่อท่าน!!


🍣บุฟเฟ่ต์ฟัวกราส์ไม่อั้น 999฿++ (ราคาเงินสด) ลด 300 บาทต่อท่าน จาก 1299฿++ 


🍣บุฟเฟต์แซลมอนไม่อั้น 499฿++ (ราคาเงินสด) ลด 100บาทต่อท่าน จาก 599฿++ 


ถึงสิ้นเดือนนี้เท่านั้น!!","Photo promotion, check in on Facebook or Instagram, discount up to 300 baht per person!!


🍣Unlimited foie gras buffet 999฿++ (cash price) reduced by 300 baht per person from 1299฿++


🍣Unlimited salmon buffet 499฿++ (cash price) reduced by 100 baht per person from 599฿++


Until the end of this month only!!",0
1NWLCZ3da4gRdDh5CoHLtxGOQQyreT,โปรกุ้งแม่น้ำจร้าจากขีดละ150บาทลดเหลือ140บาทที่ร้านอาหารGreenchef การบินกำแพงแสนครับ,"River shrimp promotion, from 150 baht per item, reduced to 140 baht at Greenchef restaurant. Kamphaeng Saen flight",0
1NWLCej0sl6Yy1au0ISACGPicM8nHw,ข้าวผัดเครื่องแกง ปลากระพงทอด ราคาปรกติ 109. พิเศษช่วงลองของ ท้าให้ลองในราคา 79.-บาท,"Fried rice with curry paste, fried sea bass, regular price 109. Special during the sampling period. I dare you to try at the price of 79.- baht.",0
1NWLBRB6jKfTwIFmNQmnB1fFTnOpPg,"24สค-2กยพบกันที่ฟิวเจอร์ปาร์ครังสิต


งานsweat mania","24 Aug - 2 Sep meet at Future Park Rangsit.


Sweat mania",0
1NWLAIIfOZmzWYKAr5SZhlMg6nW5sH,,,1
1NWLBFhahgjLw6PF7IFQaw9SxJ3REf,อิ่มดีนะ 459. จัดเต็มๆๆๆ,It's full. 459. Fully loaded.,1
1NWLAZSKlwqLCWt2jUOlNnhbKncHEz,,,1
1NWLBbx8DcFSG8V4BBEOxnzpjGR3tL,"โปรโมชั่นพิเศษสำหรับนิสิต/นักศึกษา เพียงแสดงบัตรนิสิต/นักศึกษา รับส่วนลดทันที 10%



.



เงื่อนไข



- โปรโมชั่นพิเศษนี้สำหรับ 1 ใบเสร็จเท่านั้น



- กด like fanpage Garaku Thailand



- Check in ที่ร้าน Garaku Thailand



- โปรโมชั่นนี้ไม่สามารถใช้ร่วมกับโปรโมชั่นอื่นได้



- ชำระด้วยเงินสดเท่านั้น","Special promotions for students Just show your student ID card. Get an instant 10% discount



.



condition



- This special promotion is for 1 receipt only.



- Press like fanpage Garaku Thailand



- Check in at Garaku Thailand shop.



- This promotion cannot be used in conjunction with other promotions.



- Payment by cash only.",0
1NWLCwoumChK2yRC29XAFX2ZwkSzg3,เพียงคุณสั่งอาหารที่ร้าน บอกมาจากWongnai รับนมอัดเม็ดMuji ไปเลย คะ,You just order food at the restaurant. Told from Wongnai Get Muji milk tablets now.,0
1NWLCoPx2WBf1j5nzjG125DMYknnSf,ยอดชำระ ครบ 200 บาท รับส่วนลด 10%,Payment amount of 200 baht receives a 10% discount.,0
1NWLCR7gzgCfRvyre9E1bjRMgjLzFr,ลด 5 บาทต่อแก้วเมื่อ รีวิวในวงใน,Reduced 5 baht per glass when reviewed by an insider.,1
1NWLBFSJx0G9dKqqEmhFJx7aXmDvGC,"Promotion : Buffet Draft Asahi 399 Baht. 


‼️‼️‼️ เริ่มคัมไปกันกระหน่ำได้ตั้งแต่ 17.00-22.00 น. (โปรละ 90 นาที) 🍻🍻🍻


","Promotion : Buffet Draft Asahi 399 Baht.


‼️‼️‼️ Let's start the commotion from 5:00 p.m. - 10:00 p.m. (90 minute promotion) 🍻🍻🍻


",1
1NWLCwedBRFSB3udpFnftaSCv5jMj4,,,0
1NWLBf3GwJ7jDR9p3pBR0SggOFe255,"โปรโมชั่นมันดี พี่เลยขอต่อเวลาให้



สั่งกุ้งแม่น้ำเผาวันนี้ รับฟรี ข้าวผัดปู 1 กล่อง



เฉพาะ ขนาด 2 ตัวโล - 4 ตัวโล เท่านั้น



วิธีรับสิทธิ์



1.สั่งกุ้งแม่น้ำเผา 2-4 ตัวโล 1 ก.ก. ขึ้นไป



2.กด Like + Share Post (ตั้งเป็นสาธารณะ)



แจ้งพนักงานว่า โปรฯวงใน 1 แถม 1 พร้อม ถ่ายภาพหน้าจอ การแชร์ ส่งให้กับพนักงาน



3.แจ้ง ชื่อ ที่อยู เบอร์โทร โลเคชั่น ผู้รับ 



4.ชำระเงินค่าอาหาร ผ่าน K-Bank แล้วเตรียมตัวรอรับ เมนูแห่งความสุข สูตรสำเร็จรูป ได้เลยครับ","The promotion is good. So I asked for an extension of time.



Order grilled river prawns today and receive a free box of crab fried rice.



Only sizes 2 kilos - 4 kilos only.



How to claim



1. Order 2-4 grilled river prawns, 1 kg. or more.



2. Press Like + Share Post (set to public)



Inform employees that the insider promotion is buy 1 get 1 free, ready to take a screenshot, share and send to employees.



3. Inform the name, address, telephone number, location of the recipient.



4. Pay for food through K-Bank and prepare to wait to receive it. Menu of happiness Ready-made formula is available.",0
1NWLAxVU2YMo4DI8H1cdztx4teP9HF,โปรโมชั่นวันแม่เริ่ม11-13สิงหาคม61เพียงลูกค้าเช็คอิน ภายในร้านGreenchef ลดทันทีอิตาเลียนโซดาเหลือแก้วละ20บาท,"Mother's Day promotion starts 11-13 August 2018, only for check-in customers. Inside Greenchef shop Immediate discount on Italian soda, down to 20 baht per glass.",0
